timestamp,scenario_id,etf,stage,elapsed_s
2025-10-17T17:14:28.338461,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.4618,2600,2600,2812,34.45,33.02,1.988
2025-10-17T17:14:28.386304,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.5097,2800,2800,3012,34.45,33.02,1.988
2025-10-17T17:14:28.421057,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.5444,3000,3000,3212,34.45,33.02,1.988
2025-10-17T17:14:28.454545,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.5779,3200,3200,3412,34.45,33.02,1.988
2025-10-17T17:14:28.487885,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.6113,3400,3400,3612,34.45,33.02,1.988
2025-10-17T17:14:28.520553,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.6439,3600,3600,3812,34.45,33.02,1.988
2025-10-17T17:14:28.554038,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.6774,3800,3800,4012,34.45,33.02,1.988
2025-10-17T17:14:28.586954,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.7103,4000,4000,4212,34.45,33.02,1.988
2025-10-17T17:14:28.620333,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.7437,4200,4200,4412,34.45,33.02,1.988
2025-10-17T17:14:28.654190,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.7776,4400,4400,4612,34.45,33.02,1.988
2025-10-17T17:14:28.688330,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.8117,4600,4600,4812,34.45,33.02,1.988
2025-10-17T17:14:28.722187,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.8456,4800,4800,5012,34.45,33.02,1.988
2025-10-17T17:14:28.756003,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.8794,5000,5000,5212,34.45,33.02,1.988
2025-10-17T17:14:28.789151,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.9125,5200,5200,5412,34.45,33.02,1.988
2025-10-17T17:14:28.822281,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.9457,5400,5400,5612,34.45,33.02,1.988
2025-10-17T17:14:28.855613,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,0.979,5600,5600,5812,34.45,33.02,1.988
2025-10-17T17:14:28.888806,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.0122,5800,5800,6012,34.45,33.02,1.988
2025-10-17T17:14:28.922414,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.0458,6000,6000,6212,34.45,33.02,1.988
2025-10-17T17:14:28.956776,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.0802,6200,6200,6412,34.45,33.02,1.988
2025-10-17T17:14:28.990114,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.1135,6400,6400,6612,34.45,33.02,1.988
2025-10-17T17:14:29.044321,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.1677,6600,6600,6812,34.45,33.02,1.988
2025-10-17T17:14:29.081579,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.205,6800,6800,7012,34.45,33.02,1.988
2025-10-17T17:14:29.119063,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.2425,7000,7000,7212,34.45,33.02,1.988
2025-10-17T17:14:29.153481,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.2769,7200,7200,7412,34.45,33.02,1.988
2025-10-17T17:14:29.187170,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.3106,7400,7400,7612,34.45,33.02,1.988
2025-10-17T17:14:29.221173,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.3446,7600,7600,7812,34.45,33.02,1.988
2025-10-17T17:14:29.254782,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.3782,7800,7800,8012,34.45,33.02,1.988
2025-10-17T17:14:29.291008,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.4144,8000,8000,8212,34.45,33.02,1.988
2025-10-17T17:14:29.324578,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.448,8200,8200,8412,34.45,33.02,1.988
2025-10-17T17:14:29.358328,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.4817,8400,8400,8612,34.45,33.02,1.988
2025-10-17T17:14:29.391527,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.5149,8600,8600,8812,34.45,33.02,1.988
2025-10-17T17:14:29.424570,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.548,8800,8800,9012,34.45,33.02,1.988
2025-10-17T17:14:29.458809,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.5822,9000,9000,9212,34.45,33.02,1.988
2025-10-17T17:14:29.492624,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.616,9200,9200,9412,34.45,33.02,1.988
2025-10-17T17:14:29.525517,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.6489,9400,9400,9612,34.45,33.02,1.988
2025-10-17T17:14:29.558631,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.682,9600,9600,9812,34.45,33.02,1.988
2025-10-17T17:14:29.591657,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.7151,9800,9800,10012,34.45,33.02,1.988
2025-10-17T17:14:29.624846,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.7482,10000,10000,10212,34.45,33.02,1.988
2025-10-17T17:14:29.658436,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.7818,10200,10200,10412,34.45,33.02,1.988
2025-10-17T17:14:29.692701,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.8161,10400,10400,10612,34.45,33.02,1.988
2025-10-17T17:14:29.727247,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.8507,10600,10600,10812,34.45,33.02,1.988
2025-10-17T17:14:29.760525,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.8839,10800,10800,11012,34.45,33.02,1.988
2025-10-17T17:14:29.794093,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.9175,11000,11000,11212,34.45,33.02,1.988
2025-10-17T17:14:29.827728,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.9511,11200,11200,11412,34.45,33.02,1.988
2025-10-17T17:14:29.861292,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,1.9847,11400,11400,11612,34.45,33.02,1.988
2025-10-17T17:14:29.894618,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.018,11600,11600,11812,34.45,33.02,1.988
2025-10-17T17:14:29.943025,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.0664,11800,11800,12012,34.45,33.02,1.988
2025-10-17T17:14:29.979132,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.1025,12000,12000,12212,34.45,33.02,1.988
2025-10-17T17:14:30.012393,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.1358,12200,12200,12412,34.45,33.02,1.988
2025-10-17T17:14:30.045447,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.1689,12400,12400,12612,34.45,33.02,1.988
2025-10-17T17:14:30.078315,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.2017,12600,12600,12812,34.45,33.02,1.988
2025-10-17T17:14:30.111252,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.2347,12800,12800,13012,34.45,33.02,1.988
2025-10-17T17:14:30.144359,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.2678,13000,13000,13212,34.45,33.02,1.988
2025-10-17T17:14:30.177543,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.301,13200,13200,13412,34.45,33.02,1.988
2025-10-17T17:14:30.211236,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.3346,13400,13400,13612,34.45,33.02,1.988
2025-10-17T17:14:30.245373,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.3688,13600,13600,13812,34.45,33.02,1.988
2025-10-17T17:14:30.281361,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.4048,13800,13800,14012,34.45,33.02,1.988
2025-10-17T17:14:30.314993,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.4384,14000,14000,14212,34.45,33.02,1.988
2025-10-17T17:14:30.348480,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.4719,14200,14200,14412,34.45,33.02,1.988
2025-10-17T17:14:30.382083,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.5055,14400,14400,14612,34.45,33.02,1.988
2025-10-17T17:14:30.415832,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.5392,14600,14600,14812,34.45,33.02,1.988
2025-10-17T17:14:30.449378,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.5728,14800,14800,15012,34.45,33.02,1.988
2025-10-17T17:14:30.483776,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.6072,15000,15000,15212,34.45,33.02,1.988
2025-10-17T17:14:30.517241,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.6407,15200,15200,15412,34.45,33.02,1.988
2025-10-17T17:14:30.550556,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.674,15400,15400,15612,34.45,33.02,1.988
2025-10-17T17:14:30.583311,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.7067,15600,15600,15812,34.45,33.02,1.988
2025-10-17T17:14:30.616031,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.7395,15800,15800,16012,34.45,33.02,1.988
2025-10-17T17:14:30.649433,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.7729,16000,16000,16212,34.45,33.02,1.988
2025-10-17T17:14:30.682713,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.8061,16200,16200,16412,34.45,33.02,1.988
2025-10-17T17:14:30.716567,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.84,16400,16400,16612,34.45,33.02,1.988
2025-10-17T17:14:30.750738,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.8742,16600,16600,16812,34.45,33.02,1.988
2025-10-17T17:14:30.784181,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.9076,16800,16800,17012,34.45,33.02,1.988
2025-10-17T17:14:30.817673,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.9411,17000,17000,17212,34.45,33.02,1.988
2025-10-17T17:14:30.850988,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,2.9744,17200,17200,17412,34.45,33.02,1.988
2025-10-17T17:14:30.884230,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.0077,17400,17400,17612,34.45,33.02,1.988
2025-10-17T17:14:30.917290,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.0407,17600,17600,17812,34.45,33.02,1.988
2025-10-17T17:14:30.969111,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.0925,17800,17800,18012,34.45,33.02,1.988
2025-10-17T17:14:31.002813,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.1262,18000,18000,18212,34.45,33.02,1.988
2025-10-17T17:14:31.036352,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.1598,18200,18200,18412,34.45,33.02,1.988
2025-10-17T17:14:31.069470,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.1929,18400,18400,18612,34.45,33.02,1.988
2025-10-17T17:14:31.102085,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.2255,18600,18600,18812,34.45,33.02,1.988
2025-10-17T17:14:31.135041,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.2585,18800,18800,19012,34.45,33.02,1.988
2025-10-17T17:14:31.168183,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.2916,19000,19000,19212,34.45,33.02,1.988
2025-10-17T17:14:31.201687,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.3251,19200,19200,19412,34.45,33.02,1.988
2025-10-17T17:14:31.235043,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.3585,19400,19400,19612,34.45,33.02,1.988
2025-10-17T17:14:31.271427,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.3949,19600,19600,19812,34.45,33.02,1.988
2025-10-17T17:14:31.305175,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.4286,19800,19800,20012,34.45,33.02,1.988
2025-10-17T17:14:31.338783,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.4622,20000,20000,20212,34.45,33.02,1.988
2025-10-17T17:14:31.371986,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.4954,20200,20200,20412,34.45,33.02,1.988
2025-10-17T17:14:31.404920,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.5284,20400,20400,20612,34.45,33.02,1.988
2025-10-17T17:14:31.438224,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.5617,20600,20600,20812,34.45,33.02,1.988
2025-10-17T17:14:31.471416,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.5949,20800,20800,21012,34.45,33.02,1.988
2025-10-17T17:14:31.505168,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.6286,21000,21000,21212,34.45,33.02,1.988
2025-10-17T17:14:31.539008,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.6624,21200,21200,21412,34.45,33.02,1.988
2025-10-17T17:14:31.572311,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.6958,21400,21400,21612,34.45,33.02,1.988
2025-10-17T17:14:31.605347,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.7288,21600,21600,21812,34.45,33.02,1.988
2025-10-17T17:14:31.638365,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.7618,21800,21800,22012,34.45,33.02,1.988
2025-10-17T17:14:31.671823,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.7953,22000,22000,22212,34.45,33.02,1.988
2025-10-17T17:14:31.705281,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.8287,22200,22200,22412,34.45,33.02,1.988
2025-10-17T17:14:31.738561,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.862,22400,22400,22612,34.45,33.02,1.988
2025-10-17T17:14:31.773026,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.8965,22600,22600,22812,34.45,33.02,1.988
2025-10-17T17:14:31.807365,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.9308,22800,22800,23012,34.45,33.02,1.988
2025-10-17T17:14:31.840860,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.9643,23000,23000,23212,34.45,33.02,1.988
2025-10-17T17:14:31.874370,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,3.9978,23200,23200,23412,34.45,33.02,1.988
2025-10-17T17:14:31.907629,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.0311,23400,23400,23612,34.45,33.02,1.988
2025-10-17T17:14:31.940565,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.064,23600,23600,23812,34.45,33.02,1.988
2025-10-17T17:14:31.986924,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.1104,23800,23800,24012,34.45,33.02,1.988
2025-10-17T17:14:32.023745,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.1472,24000,24000,24212,34.45,33.02,1.988
2025-10-17T17:14:32.057946,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.1814,24200,24200,24412,34.45,33.02,1.988
2025-10-17T17:14:32.091392,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.2148,24400,24400,24612,34.45,33.02,1.988
2025-10-17T17:14:32.124327,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.2478,24600,24600,24812,34.45,33.02,1.988
2025-10-17T17:14:32.157683,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.2811,24800,24800,25012,34.45,33.02,1.988
2025-10-17T17:14:32.191348,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.3148,25000,25000,25212,34.45,33.02,1.988
2025-10-17T17:14:32.225033,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.3485,25200,25200,25412,34.45,33.02,1.988
2025-10-17T17:14:32.257944,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.3814,25400,25400,25612,34.45,33.02,1.988
2025-10-17T17:14:32.293136,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.4166,25600,25600,25812,34.45,33.02,1.988
2025-10-17T17:14:32.327687,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.4511,25800,25800,26012,34.45,33.02,1.988
2025-10-17T17:14:32.361403,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.4849,26000,26000,26212,34.45,33.02,1.988
2025-10-17T17:14:32.394609,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.5181,26200,26200,26412,34.45,33.02,1.988
2025-10-17T17:14:32.428111,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.5516,26400,26400,26612,34.45,33.02,1.988
2025-10-17T17:14:32.461135,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.5846,26600,26600,26812,34.45,33.02,1.988
2025-10-17T17:14:32.494134,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.6176,26800,26800,27012,34.45,33.02,1.988
2025-10-17T17:14:32.527193,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.6507,27000,27000,27212,34.45,33.02,1.988
2025-10-17T17:14:32.560772,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.6842,27200,27200,27412,34.45,33.02,1.988
2025-10-17T17:14:32.594724,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.7182,27400,27400,27612,34.45,33.02,1.988
2025-10-17T17:14:32.627813,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.7513,27600,27600,27812,34.45,33.02,1.988
2025-10-17T17:14:32.661358,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.7848,27800,27800,28012,34.45,33.02,1.988
2025-10-17T17:14:32.694692,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.8182,28000,28000,28212,34.45,33.02,1.988
2025-10-17T17:14:32.727728,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.8512,28200,28200,28412,34.45,33.02,1.988
2025-10-17T17:14:32.760989,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.8845,28400,28400,28612,34.45,33.02,1.988
2025-10-17T17:14:32.794624,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.9181,28600,28600,28812,34.45,33.02,1.988
2025-10-17T17:14:32.828472,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.9519,28800,28800,29012,34.45,33.02,1.988
2025-10-17T17:14:32.863070,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,4.9865,29000,29000,29212,34.45,33.02,1.988
2025-10-17T17:14:32.896624,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.0201,29200,29200,29412,34.45,33.02,1.988
2025-10-17T17:14:32.929895,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.0534,29400,29400,29612,34.45,33.02,1.988
2025-10-17T17:14:32.963207,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.0867,29600,29600,29812,34.45,33.02,1.988
2025-10-17T17:14:32.996597,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.1201,29800,29800,30012,34.45,33.02,1.988
2025-10-17T17:14:33.052140,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.1756,30000,30000,30212,34.45,33.02,1.988
2025-10-17T17:14:33.086001,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.2095,30200,30200,30412,34.45,33.02,1.988
2025-10-17T17:14:33.120148,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.2436,30400,30400,30612,34.45,33.02,1.988
2025-10-17T17:14:33.156199,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.2797,30600,30600,30812,34.45,33.02,1.988
2025-10-17T17:14:33.189139,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.3126,30800,30800,31012,34.45,33.02,1.988
2025-10-17T17:14:33.222388,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.3459,31000,31000,31212,34.45,33.02,1.988
2025-10-17T17:14:33.255396,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.3789,31200,31200,31412,34.45,33.02,1.988
2025-10-17T17:14:33.290783,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.4143,31400,31400,31612,34.45,33.02,1.988
2025-10-17T17:14:33.324372,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.4478,31600,31600,31812,34.45,33.02,1.988
2025-10-17T17:14:33.358600,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.4821,31800,31800,32012,34.45,33.02,1.988
2025-10-17T17:14:33.392242,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.5157,32000,32000,32212,34.45,33.02,1.988
2025-10-17T17:14:33.425884,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.5494,32200,32200,32412,34.45,33.02,1.988
2025-10-17T17:14:33.459056,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.5825,32400,32400,32612,34.45,33.02,1.988
2025-10-17T17:14:33.492319,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.6158,32600,32600,32812,34.45,33.02,1.988
2025-10-17T17:14:33.525866,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.6493,32800,32800,33012,34.45,33.02,1.988
2025-10-17T17:14:33.558937,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.6824,33000,33000,33212,34.45,33.02,1.988
2025-10-17T17:14:33.592560,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.716,33200,33200,33412,34.45,33.02,1.988
2025-10-17T17:14:33.626634,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.7501,33400,33400,33612,34.45,33.02,1.988
2025-10-17T17:14:33.660451,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.7839,33600,33600,33812,34.45,33.02,1.988
2025-10-17T17:14:33.694388,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.8179,33800,33800,34012,34.45,33.02,1.988
2025-10-17T17:14:33.728328,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.8518,34000,34000,34212,34.45,33.02,1.988
2025-10-17T17:14:33.761628,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.8851,34200,34200,34412,34.45,33.02,1.988
2025-10-17T17:14:33.795073,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.9186,34400,34400,34612,34.45,33.02,1.988
2025-10-17T17:14:33.828266,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.9518,34600,34600,34812,34.45,33.02,1.988
2025-10-17T17:14:33.862502,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,5.986,34800,34800,35012,34.45,33.02,1.988
2025-10-17T17:14:33.895823,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.0193,35000,35000,35212,34.45,33.02,1.988
2025-10-17T17:14:33.928964,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.0524,35200,35200,35412,34.45,33.02,1.988
2025-10-17T17:14:33.962347,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.0858,35400,35400,35612,34.45,33.02,1.988
2025-10-17T17:14:33.997411,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.1209,35600,35600,35812,34.45,33.02,1.988
2025-10-17T17:14:34.032080,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.1556,35800,35800,36012,34.45,33.02,1.988
2025-10-17T17:14:34.072141,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.1956,36000,36000,36212,34.45,33.02,1.988
2025-10-17T17:14:34.117572,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.2411,36200,36200,36412,34.45,33.02,1.988
2025-10-17T17:14:34.151480,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.275,36400,36400,36612,34.45,33.02,1.988
2025-10-17T17:14:34.184592,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.3081,36600,36600,36812,34.45,33.02,1.988
2025-10-17T17:14:34.218788,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.3423,36800,36800,37012,34.45,33.02,1.988
2025-10-17T17:14:34.251990,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.3755,37000,37000,37212,34.45,33.02,1.988
2025-10-17T17:14:34.287925,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.4114,37200,37200,37412,34.45,33.02,1.988
2025-10-17T17:14:34.321577,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.4451,37400,37400,37612,34.45,33.02,1.988
2025-10-17T17:14:34.356146,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.4796,37600,37600,37812,34.45,33.02,1.988
2025-10-17T17:14:34.389587,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.5131,37800,37800,38012,34.45,33.02,1.988
2025-10-17T17:14:34.422926,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.5464,38000,38000,38212,34.45,33.02,1.988
2025-10-17T17:14:34.456409,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.5799,38200,38200,38412,34.45,33.02,1.988
2025-10-17T17:14:34.489826,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.6133,38400,38400,38612,34.45,33.02,1.988
2025-10-17T17:14:34.522812,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.6463,38600,38600,38812,34.45,33.02,1.988
2025-10-17T17:14:34.555649,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.6791,38800,38800,39012,34.45,33.02,1.988
2025-10-17T17:14:34.589886,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.7134,39000,39000,39212,34.45,33.02,1.988
2025-10-17T17:14:34.623611,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.7471,39200,39200,39412,34.45,33.02,1.988
2025-10-17T17:14:34.657104,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.7806,39400,39400,39612,34.45,33.02,1.988
2025-10-17T17:14:34.690607,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.8141,39600,39600,39812,34.45,33.02,1.988
2025-10-17T17:14:34.723869,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.8474,39800,39800,40012,34.45,33.02,1.988
2025-10-17T17:14:34.756677,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.8802,40000,40000,40212,34.45,33.02,1.988
2025-10-17T17:14:34.789697,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.9132,40200,40200,40412,34.45,33.02,1.988
2025-10-17T17:14:34.823264,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.9468,40400,40400,40612,34.45,33.02,1.988
2025-10-17T17:14:34.873836,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,6.9973,40600,40600,40812,34.45,33.02,1.988
2025-10-17T17:14:34.910106,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,7.0336,40800,40800,41012,34.45,33.02,1.988
2025-10-17T17:14:34.943032,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,7.0665,41000,41000,41212,34.45,33.02,1.988
2025-10-17T17:14:34.976237,PragmaticTilt_20251017T170743,USCL,tilt_heartbeat,7.0997,41200,41200,41412,34.45,33.02,1.988
