ETF_TICKER,year,screen,pct_weight
ESML,2024,weapons,3.4260376573962343
ESML,2025,deforestation,1.8107242897158864
ESML,2025,fossil_fuel,5.262104841936774
ESML,2025,prison,1.9107643057222887
ESML,2025,tobacco,0.22008803521408563
ESML,2025,weapons,4.851940776310524
ICLN,2017,deforestation,0.0
ICLN,2017,fossil_fuel,4.849324951506751
ICLN,2017,prison,0.0
ICLN,2017,tobacco,0.0
ICLN,2017,weapons,0.0
ICLN,2018,deforestation,0.0
ICLN,2018,fossil_fuel,12.043167
ICLN,2018,prison,0.0
ICLN,2018,tobacco,0.0
ICLN,2018,weapons,0.0
ICLN,2019,deforestation,0.0
ICLN,2019,fossil_fuel,9.78119309781193
ICLN,2019,prison,0.0
ICLN,2019,tobacco,0.0
ICLN,2019,weapons,0.0
ICLN,2020,deforestation,0.0
ICLN,2020,fossil_fuel,3.40220903402209
ICLN,2020,prison,0.0
ICLN,2020,tobacco,0.0
ICLN,2020,weapons,0.0
ICLN,2021,deforestation,0.0
ICLN,2021,fossil_fuel,26.56608940603463
ICLN,2021,prison,0.0
ICLN,2021,tobacco,0.0
ICLN,2021,weapons,0.0
ICLN,2022,deforestation,0.0
ICLN,2022,fossil_fuel,14.12214084732845
ICLN,2022,prison,0.0
ICLN,2022,tobacco,0.0
ICLN,2022,weapons,0.0
ICLN,2023,deforestation,0.0
ICLN,2023,fossil_fuel,15.093956150939563
ICLN,2023,prison,0.0
ICLN,2023,tobacco,0.0
ICLN,2023,weapons,0.0
ICLN,2024,deforestation,0.0
ICLN,2024,fossil_fuel,19.19363457580904
ICLN,2024,prison,0.0
ICLN,2024,tobacco,0.0
ICLN,2024,weapons,0.0
ICLN,2025,deforestation,0.0
ICLN,2025,fossil_fuel,18.06361272254451
ICLN,2025,prison,0.0
ICLN,2025,tobacco,0.0
ICLN,2025,weapons,0.0
LCTD,2021,deforestation,11.219060125531014
LCTD,2021,fossil_fuel,5.60425835920399
LCTD,2021,prison,1.9565218000659272
LCTD,2021,tobacco,0.5332469305190671
LCTD,2021,weapons,2.4220164280137966
LCTD,2022,deforestation,11.817117450559913
LCTD,2022,fossil_fuel,10.160484210639916
LCTD,2022,prison,2.184043845526919
LCTD,2022,tobacco,0.737802745237993
LCTD,2022,weapons,3.0604189905409895
LCTD,2023,deforestation,13.954283023200187
LCTD,2023,fossil_fuel,9.86104330972697
LCTD,2023,prison,2.3932288324739814
LCTD,2023,tobacco,0.843530940952834
LCTD,2023,weapons,3.121652781484305
LCTD,2024,deforestation,14.568055582722222
LCTD,2024,fossil_fuel,10.765720430628816
LCTD,2024,prison,2.3570740942829636
LCTD,2024,tobacco,0.6259610250384411
LCTD,2024,weapons,3.344503133780125
LCTD,2025,deforestation,14.960788256585563
LCTD,2025,fossil_fuel,6.575507741805751
LCTD,2025,prison,1.045646491051679
LCTD,2025,tobacco,1.1562437160667605
LCTD,2025,weapons,4.303237482404987
LCTU,2021,deforestation,10.693426358394417
LCTU,2021,fossil_fuel,4.674894719506316
LCTU,2021,prison,11.64664430120134
LCTU,2021,tobacco,1.2416569255005845
LCTU,2021,weapons,1.3225599206464047
LCTU,2022,deforestation,12.30312886121902
LCTU,2022,fossil_fuel,7.706291539440408
LCTU,2022,prison,14.6567300259711
LCTU,2022,tobacco,1.204752084332646
LCTU,2022,weapons,0.7280650509645535
