year_a,year_b,holding_name,ticker,classification_a,classification_b,delta_contrib_pct_agg,appear_in_n_funds_a,appear_in_n_funds_b
2017,2025,toll brothers,TOL,Other,Other,3.844260502342574e-05,1,2
2017,2025,ms and ad insurance,8725,Other,Other,3.81889220406828e-05,2,4
2017,2025,vulcan materials,VMC,Other,Other,3.773841301143401e-05,1,4
2017,2025,garmin,GRMN,Other,Other,3.640104895413966e-05,2,6
2017,2025,bp,BP.,Controversial,Controversial,3.603621330912853e-05,1,2
2017,2025,samsung electro mechanics,9150,Other,Other,3.595392465195774e-05,1,2
2017,2025,cspc pharmaceutical,1093,Other,Other,3.323456643773591e-05,2,3
2017,2025,jazz pharmaceuticals,JAZZ,Other,Other,3.311236292763528e-05,1,3
2017,2025,henry schein,HSIC,Other,Other,3.279841925572504e-05,1,3
2017,2025,cj cheiljedang,97950,Controversial,Controversial,3.1562529744158594e-05,1,2
2017,2025,central japan railway,9022,Other,Clean,2.9348034531853726e-05,1,4
2017,2025,gamestop,GME,Other,Other,2.829249413178129e-05,1,4
2017,2025,avnet,AVT,Other,Other,2.7977556836745787e-05,1,2
2017,2025,technipfmc,FTI,Other,Controversial,2.7456894293496925e-05,1,3
2017,2025,carmax,KMX,Other,Other,2.5413407712298176e-05,1,3
2017,2025,whirlpool,WHR,Other,Other,2.534466814871573e-05,2,3
2017,2025,biomarin pharmaceutical,BMRN,Other,Other,2.4012752501978142e-05,1,5
2017,2025,ono pharmaceutical,4528,Other,Other,2.393669999716169e-05,1,5
2017,2025,united therapeutics,UTHR,Other,Other,2.3207073603915324e-05,1,4
2017,2025,panasonic,6752,Clean,Clean,2.2423599718508346e-05,2,1
2017,2025,nomura,8604,Other,Other,2.2099259410675808e-05,2,3
2017,2025,compass,CPG,Controversial,Controversial,2.1429722090058538e-05,2,5
2017,2025,affiliated managers,AMG,Other,Other,1.999466924717943e-05,1,2
2017,2025,komatsu,6301,Controversial,Controversial,1.9258861208882715e-05,2,4
2017,2025,huntington ingalls industries,HII,Other,Controversial,1.5644448144438396e-05,1,1
2017,2025,tetra tech,TTEK,Other,Other,4.906885576308814e-06,1,3
2017,2025,eaton,ETN,Controversial,Controversial,4.540913787946278e-06,3,8
2017,2025,global payments,GPN,Other,Other,3.8134095486699193e-06,1,5
2017,2025,terumo,4543,Other,Other,3.7832957930492212e-06,3,5
2017,2025,mgm resorts international,MGM,Other,Other,2.5209513491336903e-06,2,3
2017,2025,arcbest,ARCB,Other,Other,1.3727823269680014e-06,1,2
2017,2025,ferrovial,FER,Other,Clean,1.3394818143154231e-06,1,3
2017,2025,weatherford international,WFRD,Other,Other,1.009986546040637e-06,1,2
2017,2025,avista,AVA,Controversial,Controversial,5.149877652285402e-08,1,2
2017,2025,omnicom,OMC,Other,Other,-2.328220874423171e-07,1,5
2017,2025,alkermes,ALKS,Other,Other,-2.0361153071224916e-06,1,1
2017,2025,ferrari,RACE,Other,Other,-2.2734229267711494e-06,2,2
2017,2025,arrow electronics,ARW,Other,Other,-4.368435556266451e-06,1,2
2017,2025,nissin foods,2897,Controversial,Controversial,-4.383805128108628e-06,1,2
2017,2025,axalta coating systems,AXTA,Other,Other,-5.194056043807458e-06,1,3
2017,2025,sensata technologies holding,ST,Other,Other,-7.766462145506813e-06,1,3
2017,2025,sumitomo mitsui trust,8309,Other,Other,-8.108032315472371e-06,2,4
2017,2025,sonic healthcare,SHL,Other,Other,-1.058201684134617e-05,1,3
2017,2025,ryder system,R,Other,Other,-1.060957614071312e-05,1,3
2017,2025,auckland international airport,AIA,Other,Other,-1.15463134517527e-05,1,3
2017,2025,regions financial,RF,Controversial,Controversial,-1.1558346358626066e-05,2,4
2017,2025,barwa real estate,BRES,Other,Other,-1.1614226225341282e-05,1,1
2017,2025,advance auto parts,AAP,Other,Other,-1.2085329670442563e-05,1,1
