name_normalized,source_file
DYCOM INDUSTRIES INC.,soi_2020.csv
E*TRADE FINANCIAL CORP.,soi_2020.csv
E.ON SE,soi_2020.csv
E.SUN FINANCIAL HOLDING CO. LTD.,soi_2020.csv
EAGLE MATERIALS INC.,soi_2020.csv
EAGLE PHARMACEUTICALS INC./DE,soi_2020.csv
EAST JAPAN RAILWAY CO.,soi_2020.csv
EAST WEST BANCORP. INC.,soi_2020.csv
EASTERLY GOVERNMENT PROPERTIES INC.,soi_2020.csv
EASTGROUP PROPERTIES INC.,soi_2020.csv
EASTMAN CHEMICAL CO.,soi_2020.csv
EATON CORP. PLC,soi_2020.csv
"EATON VANCE CORP., NVS",soi_2020.csv
EBAY INC.,soi_2020.csv
ECHO GLOBAL LOGISTICS INC.,soi_2020.csv
"ECHOSTAR CORP., CLASS A",soi_2020.csv
ECOLAB INC.,soi_2020.csv
ECOPETROL SA,soi_2020.csv
EDGEWELL PERSONAL CARE CO.,soi_2020.csv
EDITAS MEDICINE INC.,soi_2020.csv
EDWARDS LIFESCIENCES CORP.,soi_2020.csv
EDWARDS LIFESCIENCES CORP. (A),soi_2020.csv
EHEALTH INC.,soi_2020.csv
EICHER MOTORS LTD.,soi_2020.csv
EISAI CO. LTD.,soi_2020.csv
EL POLLO LOCO HOLDINGS INC.,soi_2020.csv
ELANCO ANIMAL HEALTH INC.,soi_2020.csv
ELBIT SYSTEMS LTD.,soi_2020.csv
ELECTRICITE DE FRANCE SA,soi_2020.csv
"ELECTROLUX AB, SERIES B",soi_2020.csv
ELECTRONIC ARTS INC.,soi_2020.csv
ELECTRONIC ARTS INC. (A),soi_2020.csv
ELI LILLY & CO.,soi_2020.csv
ELIA GROUP SA/NV,soi_2020.csv
ELISA OYJ,soi_2020.csv
ELLINGTON FINANCIAL INC.,soi_2020.csv
EMAAR ECONOMIC CITY,soi_2020.csv
EMAAR PROPERTIES PJSC,soi_2020.csv
EMCOR GROUP INC.,soi_2020.csv
EMERGENT BIOSOLUTIONS INC.,soi_2020.csv
EMERSON ELECTRIC CO.,soi_2020.csv
EMIRATES TELECOMMUNICATIONS GROUP CO. PJSC,soi_2020.csv
"EMPIRE STATE REALTY TRUST INC., CLASS A",soi_2020.csv
EMPRESAS COPEC SA,soi_2020.csv
"EMS-CHEMIE HOLDING AG, REGISTERED",soi_2020.csv
ENAGAS SA,soi_2020.csv
ENANTA PHARMACEUTICALS INC.,soi_2020.csv
ENBRIDGE INC.,soi_2020.csv
ENCAVIS AG,soi_2020.csv
ENCOMPASS HEALTH CORP.,soi_2020.csv
ENCORE CAPITAL GROUP INC.,soi_2020.csv
ENEL SPA,soi_2020.csv
ENEOS HOLDINGS INC.,soi_2020.csv
ENERGISA SA,soi_2020.csv
ENERGIX-RENEWABLE ENERGIES LTD.,soi_2020.csv
ENERGIZER HOLDINGS INC.,soi_2020.csv
"ENERGY ABSOLUTE PCL, NVDR",soi_2020.csv
ENERPAC TOOL GROUP CORP.,soi_2020.csv
ENI SPA,soi_2020.csv
ENLINK MIDSTREAM LLC,soi_2020.csv
ENN ENERGY HOLDINGS LTD.,soi_2020.csv
ENPHASE ENERGY INC.,soi_2020.csv
ENPHASE ENERGY INC. (A)(B),soi_2020.csv
ENSIGN GROUP INC. (THE),soi_2020.csv
ENSTAR GROUP LTD. (A)(B),soi_2020.csv
ENTEGRIS INC.,soi_2020.csv
ENTERGY CORP.,soi_2020.csv
ENVESTNET INC.,soi_2020.csv
ENVISTA HOLDINGS CORP.,soi_2020.csv
EOG RESOURCES INC.,soi_2020.csv
"EPIROC AB, CLASS A",soi_2020.csv
"EPIROC AB, CLASS B",soi_2020.csv
EPIZYME INC.,soi_2020.csv
EPLUS INC.,soi_2020.csv
EPR PROPERTIES,soi_2020.csv
EQT AB,soi_2020.csv
EQT CORP.,soi_2020.csv
EQUATORIAL ENERGIA SA,soi_2020.csv
EQUIFAX INC.,soi_2020.csv
EQUINIX INC.,soi_2020.csv
EQUINOR ASA,soi_2020.csv
EQUITABLE HOLDINGS INC.,soi_2020.csv
EQUITRANS MIDSTREAM CORP.,soi_2020.csv
"EQUITY BANCSHARES INC., CLASS A(A)",soi_2020.csv
EQUITY RESIDENTIAL,soi_2020.csv
"ERIE INDEMNITY CO., CLASS A, NVS",soi_2020.csv
ESCO TECHNOLOGIES INC.,soi_2020.csv
ESPERION THERAPEUTICS INC. (A)(B),soi_2020.csv
ESSENT GROUP LTD.,soi_2020.csv
ESSENTIAL PROPERTIES REALTY TRUST INC.,soi_2020.csv
ESSENTIAL UTILITIES INC.,soi_2020.csv
ESSEX PROPERTY TRUST INC.,soi_2020.csv
"ESSITY AB, CLASS B",soi_2020.csv
"ESTEE LAUDER COMPANIES INC. (THE), CLASS A",soi_2020.csv
ETHAN ALLEN INTERIORS INC.,soi_2020.csv
ETIHAD ETISALAT CO.,soi_2020.csv
ETSY INC.,soi_2020.csv
EURAZEO SE,soi_2020.csv
EUROFINS SCIENTIFIC SE,soi_2020.csv
EURONET WORLDWIDE INC.,soi_2020.csv
EVA AIRWAYS CORP.,soi_2020.csv
"EVE ENERGY CO. LTD., CLASS A",soi_2020.csv
EVERBRIDGE INC.,soi_2020.csv
"EVERBRIGHT SECURITIES CO. LTD., CLASS A",soi_2020.csv
"EVERCORE INC., CLASS",soi_2020.csv
"EVERCORE INC., CLASS A",soi_2020.csv
EVEREST RE GROUP LTD.,soi_2020.csv
EVERGREEN MARINE CORP. TAIWAN LTD.,soi_2020.csv
EVERI HOLDINGS INC.,soi_2020.csv
EVOLUTION GAMING GROUP AB,soi_2020.csv
EVOLUTION MINING LTD.,soi_2020.csv
EVOQUA WATER TECHNOLOGIES CORP.,soi_2020.csv
EXACT SCIENCES CORP.,soi_2020.csv
EXELIXIS INC.,soi_2020.csv
EXELON CORP.,soi_2020.csv
EXLSERVICE HOLDINGS INC.,soi_2020.csv
EXPEDIA GROUP INC.,soi_2020.csv
EXPEDITORS INTERNATIONAL OF WASHINGTON INC.,soi_2020.csv
EXPONENT INC.,soi_2020.csv
EXTENDED STAY AMERICA INC.,soi_2020.csv
EXTRA SPACE STORAGE INC.,soi_2020.csv
EXXON MOBIL CORP.,soi_2020.csv
F5 NETWORKS INC.,soi_2020.csv
"FACEBOOK INC., CLASS A",soi_2020.csv
"FACEBOOK INC., CLASS A (A)",soi_2020.csv
FACTSET RESEARCH SYSTEMS INC.,soi_2020.csv
FAIR ISAAC CORP.,soi_2020.csv
FAIRFAX FINANCIAL HOLDINGS LTD.,soi_2020.csv
FALABELLA SA,soi_2020.csv
FALCK RENEWABLES SPA,soi_2020.csv
FANUC CORP.,soi_2020.csv
FAR EASTERN NEW CENTURY CORP.,soi_2020.csv
FAR EASTONE TELECOMMUNICATIONS CO. LTD.,soi_2020.csv
FARO TECHNOLOGIES INC.,soi_2020.csv
FAST RETAILING CO. LTD.,soi_2020.csv
FASTENAL CO.,soi_2020.csv
"FASTLY INC., CLASS A (A)(B)",soi_2020.csv
FATE THERAPEUTICS INC.,soi_2020.csv
"FEDERAL AGRICULTURAL MORTGAGE CORP., CLASS C, NVS",soi_2020.csv
FEDERAL REALTY INVESTMENT TRUST,soi_2020.csv
FEDERAL SIGNAL CORP.,soi_2020.csv
FEDERATED HERMES INC.,soi_2020.csv
FEDEX CORP.,soi_2020.csv
FERGUSON PLC,soi_2020.csv
FERROVIAL SA,soi_2020.csv
FIAT CHRYSLER AUTOMOBILES NV,soi_2020.csv
FIBRA UNO ADMINISTRACION SA DE CV,soi_2020.csv
FIBROGEN INC.,soi_2020.csv
FIDELITY NATIONAL FINANCIAL INC.,soi_2020.csv
FIDELITY NATIONAL INFORMATION SERVICES INC.,soi_2020.csv
FIFTH THIRD BANCORP.,soi_2020.csv
FINECOBANK BANCA FINECO SPA,soi_2020.csv
FIREEYE INC. (A)(B),soi_2020.csv
FIRST ABU DHABI BANK PJSC,soi_2020.csv
FIRST AMERICAN FINANCIAL CORP.,soi_2020.csv
FIRST BUSEY CORP.,soi_2020.csv
FIRST CAPITAL REAL ESTATE INVESTMENT TRUST,soi_2020.csv
FIRST FINANCIAL BANCORP.,soi_2020.csv
FIRST FINANCIAL BANKSHARES INC.,soi_2020.csv
FIRST FINANCIAL HOLDING CO. LTD.,soi_2020.csv
FIRST HAWAIIAN INC.,soi_2020.csv
FIRST HORIZON NATIONAL CORP.,soi_2020.csv
FIRST INDUSTRIAL REALTY TRUST INC.,soi_2020.csv
"FIRST INTERSTATE BANCSYSTEM INC., CLASS A",soi_2020.csv
FIRST QUANTUM MINERALS LTD.,soi_2020.csv
FIRST REPUBLIC BANK/CA,soi_2020.csv
FIRST SOLAR INC.,soi_2020.csv
FIRST SOLAR INC. (A)(B),soi_2020.csv
FIRSTENERGY CORP.,soi_2020.csv
FIRSTRAND LTD.,soi_2020.csv
FISERV INC.,soi_2020.csv
FISHER & PAYKEL HEALTHCARE CORP. LTD.,soi_2020.csv
"FITBIT INC., CLASS A (A)(B)",soi_2020.csv
FIVE BELOW INC.,soi_2020.csv
FIVE9 INC.,soi_2020.csv
FLEETCOR TECHNOLOGIES INC.,soi_2020.csv
FLEX LTD.,soi_2020.csv
FLEX LTD. (A)(B),soi_2020.csv
FLIR SYSTEMS INC.,soi_2020.csv
"FLOOR & DECOR HOLDINGS INC., CLASS A",soi_2020.csv
FLOWERS FOODS INC.,soi_2020.csv
FLOWSERVE CORP.,soi_2020.csv
FLUOR CORP.,soi_2020.csv
FMC CORP.,soi_2020.csv
FNB CORP.,soi_2020.csv
FOMENTO ECONOMICO MEXICANO SAB DE CV,soi_2020.csv
FOOT LOCKER INC.,soi_2020.csv
FORD MOTOR CO.,soi_2020.csv
FORMFACTOR INC.,soi_2020.csv
FORTESCUE METALS GROUP LTD.,soi_2020.csv
FORTINET INC.,soi_2020.csv
FORTIVE CORP.,soi_2020.csv
FORTUNE BRANDS HOME & SECURITY INC,soi_2020.csv
FORTUNE BRANDS HOME & SECURITY INC.,soi_2020.csv
"FOSHAN HAITIAN FLAVOURING & FOOD CO. LTD., CLASS A",soi_2020.csv
FOSUN INTERNATIONAL LTD.,soi_2020.csv
"FOUNDER SECURITIES CO. LTD., CLASS A",soi_2020.csv
FOUR CORNERS PROPERTY TRUST INC.,soi_2020.csv
"FOX CORP., CLASS A, NVS",soi_2020.csv
"FOX CORP., CLASS B",soi_2020.csv
FOX FACTORY HOLDING CORP.,soi_2020.csv
FRANCO-NEVADA CORP.,soi_2020.csv
FRANKLIN ELECTRIC CO. INC.,soi_2020.csv
FRANKLIN RESOURCES INC.,soi_2020.csv
FRANKLIN STREET PROPERTIES CORP.,soi_2020.csv
FRAPORT AG FRANKFURT AIRPORT SERVICES WORLDWIDE,soi_2020.csv
FRAPORT AG FRANKFURT AIRPORT SERVICES WORLDWIDE (A)(C),soi_2020.csv
FREEPORT-MCMORAN INC.,soi_2020.csv
FRESENIUS MEDICAL CARE AG & CO. KGAA,soi_2020.csv
FRESENIUS SE & CO. KGAA,soi_2020.csv
FRESH DEL MONTE PRODUCE INC.,soi_2020.csv
FRESHPET INC.,soi_2020.csv
FRONTDOOR INC.,soi_2020.csv
FTI CONSULTING INC.,soi_2020.csv
FUBON FINANCIAL HOLDING CO. LTD.,soi_2020.csv
"FUCHS PETROLUB SE, PREFERENCE SHARES, NVS",soi_2020.csv
FUJIFILM HOLDINGS CORP.,soi_2020.csv
FUJITSU LTD.,soi_2020.csv
FULTON FINANCIAL CORP.,soi_2020.csv
GALAPAGOS NV,soi_2020.csv
GALP ENERGIA SGPS SA,soi_2020.csv
"GAMESTOP CORP., CLASS A",soi_2020.csv
GAMING AND LEISURE PROPERTIES INC.,soi_2020.csv
"GANFENG LITHIUM CO. LTD., CLASS A",soi_2020.csv
GAP INC. (THE),soi_2020.csv
GAP INC. (THE) (B),soi_2020.csv
GARMIN LTD.,soi_2020.csv
GARTNER INC.,soi_2020.csv
GATES INDUSTRIAL CORP. PLC,soi_2020.csv
GATX CORP.,soi_2020.csv
GAZPROM PJSC,soi_2020.csv
"GAZPROM PJSC, ADR",soi_2020.csv
"GCI LIBERTY INC., CLASS A",soi_2020.csv
GCL-POLY ENERGY HOLDINGS LTD. (A)(B),soi_2020.csv
"GEBERIT AG, REGISTERED",soi_2020.csv
GEELY AUTOMOBILE HOLDINGS LTD.,soi_2020.csv
GENERAC HOLDINGS INC.,soi_2020.csv
GENERAL DYNAMICS CORP.,soi_2020.csv
GENERAL ELECTRIC CO.,soi_2020.csv
GENERAL MILLS INC.,soi_2020.csv
GENERAL MOTORS CO.,soi_2020.csv
GENMAB A/S,soi_2020.csv
GENMARK DIAGNOSTICS INC.,soi_2020.csv
GENSCRIPT BIOTECH CORP.,soi_2020.csv
GENTEX CORP.,soi_2020.csv
GENTHERM INC.,soi_2020.csv
GENTING SINGAPORE LTD.,soi_2020.csv
GENUINE PARTS CO.,soi_2020.csv
"GENWORTH FINANCIAL INC., CLASS",soi_2020.csv
"GENWORTH FINANCIAL INC., CLASS A",soi_2020.csv
GEO GROUP INC. (THE),soi_2020.csv
GEORGE WESTON LTD.,soi_2020.csv
GETLINK SE,soi_2020.csv
GILEAD SCIENCES INC.,soi_2020.csv
"GIVAUDAN SA, REGISTERED",soi_2020.csv
GJENSIDIGE FORSIKRING ASA,soi_2020.csv
GLACIER BANCORP. INC.,soi_2020.csv
GLAUKOS CORP.,soi_2020.csv
GLAXOSMITHKLINE PLC,soi_2020.csv
GLENCORE PLC,soi_2020.csv
GLOBAL BLOOD THERAPEUTICS INC. (A)(B),soi_2020.csv
GLOBAL PAYMENTS INC.,soi_2020.csv
"GLOBAL POWER SYNERGY PCL, NVDR",soi_2020.csv
GLOBE LIFE INC.,soi_2020.csv
GLOBE TELECOM INC.,soi_2020.csv
"GLOBUS MEDICAL INC., CLASS",soi_2020.csv
"GLOBUS MEDICAL INC., CLASS A",soi_2020.csv
"GLODON CO. LTD., CLASS A",soi_2020.csv
GLP J-REIT,soi_2020.csv
GMS INC.,soi_2020.csv
GN STORE NORD A/S,soi_2020.csv
"GODADDY INC., CLASS A",soi_2020.csv
GODREJ CONSUMER PRODUCTS LTD.,soi_2020.csv
"GOERTEK INC., CLASS A",soi_2020.csv
GOLD FIELDS LTD.,soi_2020.csv
GOLDMAN SACHS GROUP INC. (THE),soi_2020.csv
GOODMAN GROUP,soi_2020.csv
GOODYEAR TIRE & RUBBER CO. (THE),soi_2020.csv
GOODYEAR TIRE RUBBER CO. (THE),soi_2020.csv
"GOOSEHEAD INSURANCE INC., CLASS A",soi_2020.csv
GOSSAMER BIO INC.,soi_2020.csv
GPT GROUP (THE),soi_2020.csv
GRACO INC.,soi_2020.csv
"GRAHAM HOLDINGS CO., CLASS",soi_2020.csv
"GRAHAM HOLDINGS CO., CLASS B",soi_2020.csv
GRAND CANYON EDUCATION INC.,soi_2020.csv
GRANITE CONSTRUCTION INC.,soi_2020.csv
GRAPHIC PACKAGING HOLDING CO.,soi_2020.csv
GRAY TELEVISION INC.,soi_2020.csv
GREAT LAKES DREDGE & DOCK CORP.,soi_2020.csv
"GREAT WALL MOTOR CO. LTD., CLASS H",soi_2020.csv
GREAT WESTERN BANCORP. INC.,soi_2020.csv
"GREE ELECTRIC APPLIANCES INC. OF ZHUHAI, CLASS A",soi_2020.csv
"GREEN DOT CORP., CLASS A",soi_2020.csv
GREENTOWN SERVICE GROUP CO. LTD.,soi_2020.csv
"GREIF INC., CLASS A, NVS",soi_2020.csv
"GREIF INC., CLASS, NVS",soi_2020.csv
GRIFOLS SA,soi_2020.csv
GROCERY OUTLET HOLDING CORP. (A)(B),soi_2020.csv
GROUP 1 AUTOMOTIVE INC.,soi_2020.csv
GROUPE BRUXELLES LAMBERT SA,soi_2020.csv
GROWTHPOINT PROPERTIES LTD.,soi_2020.csv
GRUBHUB INC.,soi_2020.csv
"GRUMA SAB DE CV, CLASS B",soi_2020.csv
"GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV, SERIES B, CLASS B",soi_2020.csv
"GRUPO AEROPORTUARIO DEL SURESTE SAB DE CV, CLASS B",soi_2020.csv
GRUPO DE INVERSIONES SURAMERICANA SA,soi_2020.csv
"GRUPO FINANCIERO BANORTE SAB DE CV, CLASS O",soi_2020.csv
GS ENGINEERING & CONSTRUCTION CORP.,soi_2020.csv
GS HOLDINGS CORP.,soi_2020.csv
"GSX TECHEDU INC., ADR",soi_2020.csv
"GUANGZHOU AUTOMOBILE GROUP CO. LTD., CLASS H",soi_2020.csv
"GUANGZHOU BAIYUN INTERNATIONAL AIRPORT CO. LTD., CLASS A",soi_2020.csv
GUARDANT HEALTH INC. (A)(B),soi_2020.csv
GUDANG GARAM TBK PT,soi_2020.csv
GUIDEWIRE SOFTWARE INC.,soi_2020.csv
"GUOTAI JUNAN SECURITIES CO. LTD., CLASS A",soi_2020.csv
GVC HOLDINGS PLC,soi_2020.csv
H LUNDBECK A/S,soi_2020.csv
H&E EQUIPMENT SERVICES INC.,soi_2020.csv
H&R BLOCK INC.,soi_2020.csv
HAEMONETICS CORP.,soi_2020.csv
HAIN CELESTIAL GROUP INC. (THE),soi_2020.csv
"HAITONG SECURITIES CO. LTD., CLASS A",soi_2020.csv
"HAITONG SECURITIES CO. LTD., CLASS H",soi_2020.csv
HAKUHODO DY HOLDINGS INC.,soi_2020.csv
HALLIBURTON CO.,soi_2020.csv
HALOZYME THERAPEUTICS INC. (A)(B),soi_2020.csv
HANA FINANCIAL GROUP INC.,soi_2020.csv
HANCOCK WHITNEY CORP.,soi_2020.csv
HANESBRANDS INC.,soi_2020.csv
HANG LUNG PROPERTIES LTD.,soi_2020.csv
HANG SENG BANK LTD.,soi_2020.csv
HANGER INC.,soi_2020.csv
"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO. LTD., CLASS A",soi_2020.csv
"HANGZHOU ROBAM APPLIANCES CO. LTD., CLASS A",soi_2020.csv
HANJAYA MANDALA SAMPOERNA TBK PT,soi_2020.csv
HANKOOK TIRE & TECHNOLOGY CO. LTD.,soi_2020.csv
HANKYU HANSHIN HOLDINGS INC.,soi_2020.csv
HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL INC.,soi_2020.csv
HANNOVER RUECK SE,soi_2020.csv
HANOVER INSURANCE GROUP INC. (THE),soi_2020.csv
HARGREAVES LANSDOWN PLC,soi_2020.csv
HARLEY-DAVIDSON INC.,soi_2020.csv
HARMONIC INC.,soi_2020.csv
HARTALEGA HOLDINGS BHD,soi_2020.csv
HARTFORD FINANCIAL SERVICES GROUP INC. (THE),soi_2020.csv
HASBRO INC.,soi_2020.csv
HAVERTY FURNITURE COMPANIES INC.,soi_2020.csv
HAWAIIAN ELECTRIC INDUSTRIES INC.,soi_2020.csv
HB FULLER CO.,soi_2020.csv
HCA HEALTHCARE INC.,soi_2020.csv
HCL TECHNOLOGIES LTD.,soi_2020.csv
HD SUPPLY HOLDINGS INC.,soi_2020.csv
HDFC LIFE INSURANCE CO. LTD. (A)(C),soi_2020.csv
HEALTHCARE REALTY TRUST INC.,soi_2020.csv
HEALTHCARE SERVICES GROUP INC.,soi_2020.csv
"HEALTHCARE TRUST OF AMERICA INC., CLASS A",soi_2020.csv
HEALTHEQUITY INC.,soi_2020.csv
HEALTHPEAK PROPERTIES INC.,soi_2020.csv
HEARTLAND FINANCIAL USA INC.,soi_2020.csv
HECLA MINING CO.,soi_2020.csv
HEICO CORP.,soi_2020.csv
"HEICO CORP., CLASS A",soi_2020.csv
HEIDELBERGCEMENT AG,soi_2020.csv
HEIDRICK & STRUGGLES INTERNATIONAL INC.,soi_2020.csv
HELEN OF TROY LTD.,soi_2020.csv
HELEN TROY LTD.,soi_2020.csv
HELIOS TECHNOLOGIES INC.,soi_2020.csv
HELMERICH & PAYNE INC.,soi_2020.csv
HEMISPHERE MEDIA GROUP INC.,soi_2020.csv
"HENAN SHUANGHUI INVESTMENT & DEVELOPMENT CO. LTD., CLASS A",soi_2020.csv
HENDERSON LAND DEVELOPMENT CO. LTD.,soi_2020.csv
HENKEL AG & CO. KGAA,soi_2020.csv
"HENKEL AG & CO. KGAA, PREFERENCE SHARES, NVS",soi_2020.csv
"HENNES & MAURITZ AB, CLASS B",soi_2020.csv
HENRY SCHEIN INC.,soi_2020.csv
HENRY SCHEIN INC. (A)(B),soi_2020.csv
HERBALIFE NUTRITION LTD.,soi_2020.csv
HERC HOLDINGS INC.,soi_2020.csv
HERITAGE FINANCIAL CORP./WA,soi_2020.csv
HERMAN MILLER INC.,soi_2020.csv
HERO MOTOCORP LTD.,soi_2020.csv
HERON THERAPEUTICS INC. (A)(B),soi_2020.csv
HERSHEY CO. (THE),soi_2020.csv
HERTZ GLOBAL HOLDINGS INC. (A)(B),soi_2020.csv
HESKA CORP.,soi_2020.csv
HESS CORP.,soi_2020.csv
HEWLETT PACKARD ENTERPRISE CO.,soi_2020.csv
"HEXAGON AB, CLASS B",soi_2020.csv
HEXCEL CORP.,soi_2020.csv
HIBBETT SPORTS INC.,soi_2020.csv
HIGHWOODS PROPERTIES INC.,soi_2020.csv
HILL-ROM HOLDINGS INC.,soi_2020.csv
HILLENBRAND INC.,soi_2020.csv
HILTON GRAND VACATIONS INC.,soi_2020.csv
HILTON WORLDWIDE HOLDINGS INC.,soi_2020.csv
HINDALCO INDUSTRIES LTD.,soi_2020.csv
HINDUSTAN UNILEVER LTD.,soi_2020.csv
HINO MOTORS LTD.,soi_2020.csv
HITACHI CONSTRUCTION MACHINERY CO. LTD.,soi_2020.csv
HITACHI LTD.,soi_2020.csv
HITACHI METALS LTD.,soi_2020.csv
HIWIN TECHNOLOGIES CORP.,soi_2020.csv
HKT TRUST & HKT LTD.,soi_2020.csv
HLB INC.,soi_2020.csv
HMS HOLDINGS CORP.,soi_2020.csv
HNI CORP.,soi_2020.csv
HOLDING INC.,soi_2020.csv
HOLLYFRONTIER CORP.,soi_2020.csv
HOLOGIC INC.,soi_2020.csv
HOME BANCSHARES INC./AR,soi_2020.csv
HOME DEPOT INC. (THE),soi_2020.csv
"HOME PRODUCT CENTER PCL, NVDR",soi_2020.csv
HOMESTREET INC.,soi_2020.csv
HOMETRUST BANCSHARES INC.,soi_2020.csv
HON HAI PRECISION INDUSTRY CO. LTD.,soi_2020.csv
HONDA MOTOR CO. LTD.,soi_2020.csv
HONEYWELL INTERNATIONAL INC.,soi_2020.csv
HONG KONG & CHINA GAS CO. LTD.,soi_2020.csv
HONG KONG EXCHANGES & CLEARING LTD.,soi_2020.csv
HONGKONG LAND HOLDINGS LTD.,soi_2020.csv
HORACE MANN EDUCATORS CORP.,soi_2020.csv
HORIZON THERAPEUTICS PLC,soi_2020.csv
HORMEL FOODS CORP.,soi_2020.csv
HOST HOTELS & RESORTS INC.,soi_2020.csv
HOSTESS BRANDS INC.,soi_2020.csv
HOTAI MOTOR CO. LTD.,soi_2020.csv
HOTEL SHILLA CO. LTD.,soi_2020.csv
HOULIHAN LOKEY INC.,soi_2020.csv
HOUSING DEVELOPMENT FINANCE CORP. LTD.,soi_2020.csv
HOWARD HUGHES CORP. (THE),soi_2020.csv
HOWMET AEROSPACE INC.,soi_2020.csv
HOYA CORP.,soi_2020.csv
HP INC.,soi_2020.csv
"HUADONG MEDICINE CO. LTD., CLASS A",soi_2020.csv
"HUAXIA BANK CO. LTD., CLASS A",soi_2020.csv
"HUAZHU GROUP LTD., ADR",soi_2020.csv
"HUB GROUP INC., CLASS A",soi_2020.csv
HUBBELL INC.,soi_2020.csv
"HUBEI JUMPCAN PHARMACEUTICAL CO. LTD., CLASS A",soi_2020.csv
HUBSPOT INC.,soi_2020.csv
HUDSON PACIFIC PROPERTIES INC.,soi_2020.csv
HULIC CO. LTD.,soi_2020.csv
HUMANA INC.,soi_2020.csv
HUNTINGTON BANCSHARES INC./OH,soi_2020.csv
HUNTINGTON INGALLS INDUSTRIES INC.,soi_2020.csv
HUNTSMAN CORP.,soi_2020.csv
HURON CONSULTING GROUP INC.,soi_2020.csv
"HUSQVARNA AB, CLASS B",soi_2020.csv
"HUTCHISON CHINA MEDITECH LTD., ADR",soi_2020.csv
HYDRO ONE LTD.,soi_2020.csv
HYUNDAI MARINE & FIRE INSURANCE CO. LTD.,soi_2020.csv
HYUNDAI MOBIS CO. LTD.,soi_2020.csv
HYUNDAI MOTOR CO.,soi_2020.csv
IAA INC.,soi_2020.csv
IAC/INTERACTIVECORP.,soi_2020.csv
"IBERDROLA SA, NEW",soi_2020.csv
ICA GRUPPEN AB,soi_2020.csv
ICADE,soi_2020.csv
ICF INTERNATIONAL INC.,soi_2020.csv
ICHOR HOLDINGS LTD.,soi_2020.csv
ICICI BANK LTD.,soi_2020.csv
"ICICI BANK LTD., ADR, NVS",soi_2020.csv
ICU MEDICAL INC.,soi_2020.csv
IDEX CORP.,soi_2020.csv
IDEXX LABORATORIES INC.,soi_2020.csv
IDEXX LABORATORIES INC. (A)(B),soi_2020.csv
IES HOLDINGS INC.,soi_2020.csv
"IFLYTEK CO. LTD., CLASS A",soi_2020.csv
"IHEARTMEDIA INC., CLASS A",soi_2020.csv
IHH HEALTHCARE BHD,soi_2020.csv
IHS MARKIT LTD.,soi_2020.csv
II-VI INC.,soi_2020.csv
IIDA GROUP HOLDINGS CO. LTD.,soi_2020.csv
ILIAD SA,soi_2020.csv
ILLINOIS TOOL WORKS INC.,soi_2020.csv
ILLUMINA INC.,soi_2020.csv
IMAX CORP.,soi_2020.csv
IMMUNOMEDICS INC.,soi_2020.csv
IMMUNOVANT INC.,soi_2020.csv
IMPALA PLATINUM HOLDINGS LTD.,soi_2020.csv
"INC., CLASS A",soi_2020.csv
INCYTE CORP.,soi_2020.csv
INDEPENDENCE REALTY TRUST INC.,soi_2020.csv
INDEPENDENT BANK CORP.,soi_2020.csv
INDIAN OIL CORP. LTD.,soi_2020.csv
INDUSTRIA DE DISENO TEXTIL SA,soi_2020.csv
"INDUSTRIAL & COMMERCIAL BANK OF CHINA LTD., CLASS H",soi_2020.csv
"INDUSTRIAL BANK CO. LTD., CLASS A",soi_2020.csv
INDUSTRIES QATAR QSC,soi_2020.csv
"INDUSTRIVARDEN AB, CLASS C",soi_2020.csv
INFINERA CORP. (A)(B),soi_2020.csv
INFO EDGE INDIA LTD.,soi_2020.csv
INFOSYS LTD.,soi_2020.csv
"INFOSYS LTD., ADR",soi_2020.csv
INFRAESTRUCTURA ENERGETICA NOVA SAB DE CV,soi_2020.csv
INFRASTRUTTURE WIRELESS ITALIANE SPA,soi_2020.csv
INGENICO GROUP SA,soi_2020.csv
INGERSOLL RAND INC.,soi_2020.csv
INGERSOLL RAND INC. (A),soi_2020.csv
INGEVITY CORP.,soi_2020.csv
INGREDION INC.,soi_2020.csv
"INNER MONGOLIA YILI INDUSTRIAL GROUP CO. LTD., CLASS A",soi_2020.csv
INNERGEX RENEWABLE ENERGY INC.,soi_2020.csv
INNOSPEC INC.,soi_2020.csv
INNOVATIVE INDUSTRIAL PROPERTIES INC.,soi_2020.csv
INOGEN INC. (A)(B),soi_2020.csv
INOVIO PHARMACEUTICALS INC.,soi_2020.csv
INPEX CORP.,soi_2020.csv
INPHI CORP.,soi_2020.csv
INSIGHT ENTERPRISES INC.,soi_2020.csv
INSMED INC.,soi_2020.csv
INSPERITY INC.,soi_2020.csv
INSPIRE MEDICAL SYSTEMS INC.,soi_2020.csv
INSTALLED BUILDING PRODUCTS INC.,soi_2020.csv
INSULET CORP.,soi_2020.csv
INSULET CORP. (B)(C),soi_2020.csv
INSURANCE (CONTINUED) PRINCIPAL FINANCIAL GROUP INC.,soi_2020.csv
INSURANCE AUSTRALIA GROUP LTD.,soi_2020.csv
INTACT FINANCIAL CORP.,soi_2020.csv
INTEGER HOLDINGS CORP.,soi_2020.csv
