name_normalized,source_file
"COCA-COLA HBC AG, CLASS DI",soi_2021.csv
COCHLEAR LTD.,soi_2021.csv
CODEXIS INC. (A)(B),soi_2021.csv
COEUR MINING INC. (A),soi_2021.csv
COGENT COMMUNICATIONS HOLDINGS INC.,soi_2021.csv
COGNEX CORP.,soi_2021.csv
"COGNIZANT TECHNOLOGY SOLUTIONS CORP., CLASS",soi_2021.csv
"COGNIZANT TECHNOLOGY SOLUTIONS CORP., CLASS A",soi_2021.csv
COHEN & STEERS INC.,soi_2021.csv
COHERENT INC. (A),soi_2021.csv
COLES GROUP LTD.,soi_2021.csv
COLFAX CORP. (A),soi_2021.csv
COLGATE-PALMOLIVE CO.,soi_2021.csv
COLGATE-PALMOLIVE INDIA LTD.,soi_2021.csv
"COLOPLAST A/S, CLASS",soi_2021.csv
"COLOPLAST A/S, CLASS B",soi_2021.csv
COLUMBIA BANKING SYSTEM INC.,soi_2021.csv
COLUMBIA PROPERTY TRUST INC.,soi_2021.csv
COLUMBIA SPORTSWEAR CO.,soi_2021.csv
COLUMBUS MCKINNON CORP./NY,soi_2021.csv
"COMCAST CORP., CLASS",soi_2021.csv
"COMCAST CORP., CLASS A",soi_2021.csv
COMERICA INC.,soi_2021.csv
COMFORT SYSTEMS USA INC.,soi_2021.csv
COMMERCE BANCSHARES INC.,soi_2021.csv
COMMERCIAL BANK PSQC (THE),soi_2021.csv
COMMERCIAL INTERNATIONAL BANK EGYPT SAE (A),soi_2021.csv
COMMERCIAL METALS CO.,soi_2021.csv
COMMERZBANK AG (A),soi_2021.csv
COMMONWEALTH BANK AUSTRALIA,soi_2021.csv
COMMSCOPE HOLDING CO. INC. (A),soi_2021.csv
COMMUNITY BANK SYSTEM INC.,soi_2021.csv
COMMUNITY TRUST BANCORP. INC.,soi_2021.csv
COMMVAULT SYSTEMS INC. (A),soi_2021.csv
COMPAL ELECTRONICS INC.,soi_2021.csv
COMPASS GROUP PLC (A),soi_2021.csv
COMPASS MINERALS INTERNATIONAL INC.,soi_2021.csv
COMPUTERSHARE LTD.,soi_2021.csv
CONAGRA BRANDS INC.,soi_2021.csv
CONCENTRIX CORP. (A),soi_2021.csv
CONCORDIA FINANCIAL GROUP LTD.,soi_2021.csv
CONDUENT INC. (A),soi_2021.csv
CONMED CORP.,soi_2021.csv
CONSOLIDATED EDISON INC.,soi_2021.csv
"CONSTELLATION BRANDS INC., CLASS",soi_2021.csv
"CONSTELLATION BRANDS INC., CLASS A",soi_2021.csv
CONSTELLATION SOFTWARE INC.,soi_2021.csv
CONTACT ENERGY LTD.,soi_2021.csv
"CONTEMPORARY AMPEREX TECHNOLOGY CO. LTD., CLASS",soi_2021.csv
"CONTEMPORARY AMPEREX TECHNOLOGY CO. LTD., CLASS A",soi_2021.csv
CONTINENTAL AG,soi_2021.csv
CONTINENTAL AG (A),soi_2021.csv
CONTINENTAL RESOURCES INC./OK,soi_2021.csv
COOPER COMPANIES INC. (THE),soi_2021.csv
COPART INC.,soi_2021.csv
COPART INC. (A),soi_2021.csv
CORCEPT THERAPEUTICS INC. (A),soi_2021.csv
CORE LABORATORIES NV,soi_2021.csv
CORESITE REALTY CORP.,soi_2021.csv
CORNERSTONE BUILDING BRANDS INC. (A),soi_2021.csv
CORNING INC.,soi_2021.csv
CORPORATE OFFICE PROPERTIES TRUST,soi_2021.csv
CORTEVA INC.,soi_2021.csv
CORTEXYME INC. (A),soi_2021.csv
CORVEL CORP. (A),soi_2021.csv
COSAN SA,soi_2021.csv
"COSCO SHIPPING HOLDINGS CO. LTD., CLASS H (A)(B)",soi_2021.csv
COSTAR GROUP INC.,soi_2021.csv
COSTAR GROUP INC.(A),soi_2021.csv
COSTCO WHOLESALE CORP.,soi_2021.csv
"COTY INC., CLASS A (A)",soi_2021.csv
COUNTRY GARDEN HOLDINGS CO. LTD.,soi_2021.csv
COUNTRY GARDEN SERVICES HOLDINGS CO. LTD.,soi_2021.csv
COUPA SOFTWARE INC.,soi_2021.csv
COUPA SOFTWARE INC. (A),soi_2021.csv
COUSINS PROPERTIES INC.,soi_2021.csv
COVANTA HOLDING CORP.,soi_2021.csv
COVESTRO AG (B),soi_2021.csv
COVETRUS INC. (A),soi_2021.csv
COVIVIO,soi_2021.csv
COWAY CO. LTD.,soi_2021.csv
"COWEN INC., CLASS A",soi_2021.csv
"CP ALL PCL, NVDR",soi_2021.csv
CRACKER BARREL OLD COUNTRY STORE INC.,soi_2021.csv
CRANE CO.,soi_2021.csv
CREDICORP LTD. (A),soi_2021.csv
CREDIT ACCEPTANCE CORP. (A)(B),soi_2021.csv
"CREDIT SUISSE GROUP AG, REGISTERED",soi_2021.csv
CREE INC. (A),soi_2021.csv
CRH PLC,soi_2021.csv
CRISPR THERAPEUTICS AG (A)(B),soi_2021.csv
CROCS INC. (A),soi_2021.csv
"CROWDSTRIKE HOLDINGS INC., CLASS",soi_2021.csv
"CROWDSTRIKE HOLDINGS INC., CLASS A (A)",soi_2021.csv
CROWN CASTLE INTERNATIONAL CORP.,soi_2021.csv
CROWN HOLDINGS INC.,soi_2021.csv
CROWN RESORTS LTD.,soi_2021.csv
CRYOLIFE INC. (A),soi_2021.csv
CRYOPORT INC. (A),soi_2021.csv
CS WIND CORP.,soi_2021.csv
CSG SYSTEMS INTERNATIONAL INC.,soi_2021.csv
CSL LTD.,soi_2021.csv
CSPC PHARMACEUTICAL GROUP LTD.,soi_2021.csv
CSX CORP.,soi_2021.csv
CTBC FINANCIAL HOLDING CO. LTD.,soi_2021.csv
CTS CORP.,soi_2021.csv
CUBESMART,soi_2021.csv
CULLEN/FROST BANKERS INC.,soi_2021.csv
CUMMINS INC.,soi_2021.csv
CURTISS-WRIGHT CORP.,soi_2021.csv
CUSHMAN & WAKEFIELD PLC (A)(B),soi_2021.csv
CVB FINANCIAL CORP.,soi_2021.csv
CVS HEALTH CORP.,soi_2021.csv
CYBERAGENT INC.,soi_2021.csv
CYBERARK SOFTWARE LTD. (A),soi_2021.csv
CYBERARK SOFTWARE LTD. (A)(C),soi_2021.csv
CYRUSONE INC.,soi_2021.csv
DABUR INDIA LTD.,soi_2021.csv
DAI NIPPON PRINTING CO. LTD.,soi_2021.csv
DAI-ICHI LIFE HOLDINGS INC.,soi_2021.csv
DAIFUKU CO. LTD.,soi_2021.csv
DAIICHI SANKYO CO. LTD.,soi_2021.csv
DAIKIN INDUSTRIES LTD.,soi_2021.csv
"DAIMLER AG, REGISTERED",soi_2021.csv
DAIWA HOUSE INDUSTRY CO. LTD.,soi_2021.csv
DAIWA HOUSE REIT INVESTMENT CORP.,soi_2021.csv
DAIWA SECURITIES GROUP INC.,soi_2021.csv
DANA INC.,soi_2021.csv
DANAHER CORP.,soi_2021.csv
DANSKE BANK A/S,soi_2021.csv
"DAQO NEW ENERGY CORP., ADR",soi_2021.csv
DAR AL ARKAN REAL ESTATE DEVELOPMENT CO.,soi_2021.csv
DARDEN RESTAURANTS INC.,soi_2021.csv
DARLING INGREDIENTS INC. (A),soi_2021.csv
DASSAULT AVIATION SA,soi_2021.csv
DASSAULT SYSTEMES SE,soi_2021.csv
"DATADOG INC., CLASS",soi_2021.csv
"DATADOG INC., CLASS A (A)",soi_2021.csv
DAVE & BUSTER’S ENTERTAINMENT INC. (A),soi_2021.csv
DAVIDE CAMPARI-MILANO NV,soi_2021.csv
DAVITA INC.,soi_2021.csv
DAVITA INC. (A),soi_2021.csv
DB INSURANCE CO. LTD.,soi_2021.csv
DBS GROUP HOLDINGS LTD.,soi_2021.csv
DECIPHERA PHARMACEUTICALS INC. (A),soi_2021.csv
DECKERS OUTDOOR CORP. (A),soi_2021.csv
DEERE & CO.,soi_2021.csv
DELEK U.S. HOLDINGS INC.,soi_2021.csv
DELIVERY HERO SE,soi_2021.csv
DELIVERY HERO SE (A)(B),soi_2021.csv
"DELL TECHNOLOGIES INC., CLASS",soi_2021.csv
"DELL TECHNOLOGIES INC., CLASS C (A)",soi_2021.csv
DELTA AIR LINES INC.,soi_2021.csv
DELTA AIR LINES INC. (A),soi_2021.csv
DELTA ELECTRONICS INC.,soi_2021.csv
"DELTA ELECTRONICS THAILAND PCL, NVDR",soi_2021.csv
DELUXE CORP.,soi_2021.csv
DEMANT A/S (A),soi_2021.csv
DENALI THERAPEUTICS INC. (A),soi_2021.csv
DENSO CORP.,soi_2021.csv
DENTSPLY SIRONA INC.,soi_2021.csv
DENTSU GROUP INC.,soi_2021.csv
"DEUTSCHE BANK AG, REGISTERED",soi_2021.csv
"DEUTSCHE BANK AG, REGISTERED (A)",soi_2021.csv
"DEUTSCHE POST AG, REGISTERED",soi_2021.csv
"DEUTSCHE TELEKOM AG, REGISTERED",soi_2021.csv
DEUTSCHE WOHNEN SE,soi_2021.csv
DEVON ENERGY CORP.,soi_2021.csv
DEXCOM INC.,soi_2021.csv
DEXCOM INC. (A),soi_2021.csv
DEXCOM INC. (A)(B),soi_2021.csv
DEXCOM INC. (A)(C),soi_2021.csv
DEXUS,soi_2021.csv
DEXUS/AU,soi_2021.csv
DIALOG GROUP BHD,soi_2021.csv
DIAMOND HILL INVESTMENT GROUP INC.,soi_2021.csv
DIAMONDBACK ENERGY INC.,soi_2021.csv
DIAMONDROCK HOSPITALITY CO. (A),soi_2021.csv
DIASORIN SPA,soi_2021.csv
DICERNA PHARMACEUTICALS INC. (A),soi_2021.csv
DIGI.COM BHD,soi_2021.csv
DIGITAL REALTY TRUST INC.,soi_2021.csv
DIGITAL TURBINE INC. (A),soi_2021.csv
DIGITALBRIDGE GROUP INC. (A),soi_2021.csv
DIRECT LINE INSURANCE GROUP PLC,soi_2021.csv
DISCOVER FINANCIAL SERVICES,soi_2021.csv
"DISCOVERY INC., CLASS A (A)",soi_2021.csv
"DISCOVERY INC., CLASS A (A)(B)",soi_2021.csv
"DISCOVERY INC., CLASS A (A)(C)",soi_2021.csv
"DISCOVERY INC., CLASS C, NVS",soi_2021.csv
"DISCOVERY INC., CLASS C, NVS (A)",soi_2021.csv
"DISCOVERY INC., CLASS C, NVS (A)(C)",soi_2021.csv
DISCOVERY LTD.,soi_2021.csv
DISCOVERY LTD. (A),soi_2021.csv
"DISH NETWORK CORP., CLASS",soi_2021.csv
"DISH NETWORK CORP., CLASS A (A)",soi_2021.csv
DLF LTD.,soi_2021.csv
DMC GLOBAL INC. (A),soi_2021.csv
DNB BANK ASA,soi_2021.csv
"DNB BANK ASA, NEW",soi_2021.csv
DOCUSIGN INC. (A),soi_2021.csv
"DOCUSIGN INC., CLASS",soi_2021.csv
"DOCUSIGN INC., CLASS A (A)",soi_2021.csv
"DOLBY LABORATORIES INC., CLASS A",soi_2021.csv
DOLLAR GENERAL CORP.,soi_2021.csv
DOLLAR TREE INC.,soi_2021.csv
DOLLAR TREE INC. (A),soi_2021.csv
DOLLARAMA INC.,soi_2021.csv
DOMINO’S PIZZA INC.,soi_2021.csv
"DOMO INC., CLASS B (A)",soi_2021.csv
DOMTAR CORP.,soi_2021.csv
DOMTAR CORP. (A),soi_2021.csv
DONALDSON CO. INC.,soi_2021.csv
"DONGFENG MOTOR GROUP CO. LTD., CLASS H",soi_2021.csv
DONNELLEY FINANCIAL SOLUTIONS INC. (A),soi_2021.csv
"DOORDASH INC., CLASS A (A)",soi_2021.csv
DOOSAN FUEL CELL CO. LTD.,soi_2021.csv
DORMAN PRODUCTS INC. (A),soi_2021.csv
DOUGLAS DYNAMICS INC.,soi_2021.csv
DOUGLAS EMMETT INC.,soi_2021.csv
DOVER CORP.,soi_2021.csv
DOW INC.,soi_2021.csv
DR HORTON INC.,soi_2021.csv
DR SULAIMAN AL HABIB MEDICAL SERVICES GROUP CO.,soi_2021.csv
"DRAFTKINGS INC., CLASS",soi_2021.csv
"DRAFTKINGS INC., CLASS A (A)",soi_2021.csv
DRAX GROUP PLC,soi_2021.csv
"DROPBOX INC., CLASS A (A)",soi_2021.csv
DSV PANALPINA A/S,soi_2021.csv
DUCK CREEK TECHNOLOGIES INC. (A),soi_2021.csv
DUCOMMUN INC. (A),soi_2021.csv
DUKE REALTY CORP.,soi_2021.csv
DUPONT DE NEMOURS INC.,soi_2021.csv
DXC TECHNOLOGY CO. (A),soi_2021.csv
DYCOM INDUSTRIES INC. (A),soi_2021.csv
DYCOM INDUSTRIES INC. (A)(B),soi_2021.csv
DYNAVAX TECHNOLOGIES CORP. (A)(B),soi_2021.csv
E.ON SE,soi_2021.csv
E.SUN FINANCIAL HOLDING CO. LTD.,soi_2021.csv
EAGLE MATERIALS INC.,soi_2021.csv
EAGLE PHARMACEUTICALS INC./DE (A),soi_2021.csv
EAST JAPAN RAILWAY CO.,soi_2021.csv
EAST WEST BANCORP. INC.,soi_2021.csv
EASTERLY GOVERNMENT PROPERTIES INC.,soi_2021.csv
EASTGROUP PROPERTIES INC.,soi_2021.csv
EASTMAN CHEMICAL CO.,soi_2021.csv
EATON CORP. PLC,soi_2021.csv
EBAY INC.,soi_2021.csv
ECHO GLOBAL LOGISTICS INC. (A),soi_2021.csv
ECOLAB INC.,soi_2021.csv
EDGEWELL PERSONAL CARE CO.,soi_2021.csv
EDITAS MEDICINE INC. (A),soi_2021.csv
EDP - ENERGIAS DE PORTUGAL SA,soi_2021.csv
EDWARDS LIFESCIENCES CORP.,soi_2021.csv
EDWARDS LIFESCIENCES CORP. (A),soi_2021.csv
EHEALTH INC. (A),soi_2021.csv
EICHER MOTORS LTD.,soi_2021.csv
EISAI CO. LTD.,soi_2021.csv
ELANCO ANIMAL HEALTH INC.,soi_2021.csv
ELANCO ANIMAL HEALTH INC. (A)(B),soi_2021.csv
ELASTIC NV (A),soi_2021.csv
ELBIT SYSTEMS LTD.,soi_2021.csv
ELECTRICITE DE FRANCE SA,soi_2021.csv
"ELECTROLUX AB, SERIES B",soi_2021.csv
ELECTRONIC ARTS INC.,soi_2021.csv
ELEMENT SOLUTIONS INC.,soi_2021.csv
ELI LILLY & CO.,soi_2021.csv
ELIA GROUP SA/NV,soi_2021.csv
ELISA OYJ,soi_2021.csv
EMAAR ECONOMIC CITY,soi_2021.csv
EMAAR PROPERTIES PJSC,soi_2021.csv
EMCOR GROUP INC.,soi_2021.csv
EMERGENT BIOSOLUTIONS INC. (A),soi_2021.csv
EMERSON ELECTRIC CO.,soi_2021.csv
EMIRATES NBD BANK PJSC,soi_2021.csv
EMIRATES TELECOMMUNICATIONS GROUP CO. PJSC,soi_2021.csv
"EMPIRE STATE REALTY TRUST INC., CLASS A",soi_2021.csv
EMPRESAS COPEC SA,soi_2021.csv
"EMS-CHEMIE HOLDING AG, REGISTERED",soi_2021.csv
ENAGAS SA,soi_2021.csv
ENBRIDGE INC.,soi_2021.csv
ENCAVIS AG,soi_2021.csv
ENCOMPASS HEALTH CORP.,soi_2021.csv
ENCORE CAPITAL GROUP INC. (A),soi_2021.csv
ENDEAVOUR GROUP LTD./AUSTRALIA,soi_2021.csv
"ENEL AMERICAS SA, ADR",soi_2021.csv
ENEL SPA,soi_2021.csv
ENEOS HOLDINGS INC.,soi_2021.csv
ENERGISA SA,soi_2021.csv
ENERGIX-RENEWABLE ENERGIES LTD.,soi_2021.csv
ENERGIZER HOLDINGS INC.,soi_2021.csv
"ENERGY ABSOLUTE PCL, NVDR",soi_2021.csv
ENERGY RECOVERY INC. (A),soi_2021.csv
ENERPAC TOOL GROUP CORP.,soi_2021.csv
ENI SPA,soi_2021.csv
ENLIGHT RENEWABLE ENERGY LTD.,soi_2021.csv
ENLINK MIDSTREAM LLC,soi_2021.csv
ENN ENERGY HOLDINGS LTD.,soi_2021.csv
ENPHASE ENERGY INC.,soi_2021.csv
ENPHASE ENERGY INC. (A),soi_2021.csv
ENPHASE ENERGY INC. (A)(B),soi_2021.csv
ENPRO INDUSTRIES INC.,soi_2021.csv
ENSIGN GROUP INC. (THE),soi_2021.csv
ENSTAR GROUP LTD. (A),soi_2021.csv
ENTAIN PLC (A),soi_2021.csv
ENTEGRIS INC.,soi_2021.csv
ENTERGY CORP.,soi_2021.csv
ENVESTNET INC. (A),soi_2021.csv
ENVISTA HOLDINGS CORP. (A),soi_2021.csv
EOG RESOURCES INC.,soi_2021.csv
"EOLUS VIND AB, CLASS B",soi_2021.csv
EPAM SYSTEMS INC.,soi_2021.csv
EPAM SYSTEMS INC. (A),soi_2021.csv
"EPIROC AB, CLASS",soi_2021.csv
"EPIROC AB, CLASS A",soi_2021.csv
"EPIROC AB, CLASS B",soi_2021.csv
EPLUS INC. (A),soi_2021.csv
EPR PROPERTIES,soi_2021.csv
EQT AB,soi_2021.csv
EQT CORP. (A),soi_2021.csv
EQUIFAX INC.,soi_2021.csv
EQUINIX INC.,soi_2021.csv
EQUINOR ASA,soi_2021.csv
EQUITABLE HOLDINGS INC.,soi_2021.csv
EQUITRANS MIDSTREAM CORP.,soi_2021.csv
EQUITY RESIDENTIAL,soi_2021.csv
ERG SPA,soi_2021.csv
"ERIE INDEMNITY CO., CLASS A, NVS",soi_2021.csv
ESCO TECHNOLOGIES INC.,soi_2021.csv
ESR CAYMAN LTD. (A)(B),soi_2021.csv
ESSENT GROUP LTD.,soi_2021.csv
ESSENTIAL PROPERTIES REALTY TRUST INC.,soi_2021.csv
ESSENTIAL UTILITIES INC.,soi_2021.csv
ESSEX PROPERTY TRUST INC.,soi_2021.csv
"ESSITY AB, CLASS B",soi_2021.csv
ESTABLISHMENT LABS HOLDINGS INC. (A),soi_2021.csv
"ESTEE LAUDER COMPANIES INC. (THE), CLASS",soi_2021.csv
"ESTEE LAUDER COMPANIES INC. (THE), CLASS A",soi_2021.csv
ETABLISSEMENTS FRANZ COLRUYT NV,soi_2021.csv
ETHAN ALLEN INTERIORS INC.,soi_2021.csv
ETIHAD ETISALAT CO.,soi_2021.csv
ETSY INC.,soi_2021.csv
ETSY INC. (A),soi_2021.csv
EURAZEO SE,soi_2021.csv
"EUROBANK ERGASIAS SERVICES AND HOLDINGS SA, CLASS A (A)",soi_2021.csv
EUROFINS SCIENTIFIC SE,soi_2021.csv
EURONET WORLDWIDE INC. (A),soi_2021.csv
"EVE ENERGY CO. LTD., CLASS A",soi_2021.csv
EVERBRIDGE INC. (A),soi_2021.csv
"EVERBRIGHT SECURITIES CO. LTD., CLASS A",soi_2021.csv
"EVERCORE INC., CLASS A",soi_2021.csv
EVEREST RE GROUP LTD.,soi_2021.csv
EVERGREEN MARINE CORP. TAIWAN LTD.,soi_2021.csv
EVERI HOLDINGS INC. (A),soi_2021.csv
EVOLUTION AB,soi_2021.csv
EVOLUTION AB (B),soi_2021.csv
EVOLUTION MINING LTD.,soi_2021.csv
EVOQUA WATER TECHNOLOGIES CORP. (A),soi_2021.csv
"EW SCRIPPS CO. (THE), CLASS A",soi_2021.csv
EXACT SCIENCES CORP.,soi_2021.csv
EXACT SCIENCES CORP. (A),soi_2021.csv
EXELIXIS INC. (A),soi_2021.csv
EXELON CORP.,soi_2021.csv
EXLSERVICE HOLDINGS INC. (A),soi_2021.csv
EXP WORLD HOLDINGS INC.,soi_2021.csv
EXPEDIA GROUP INC.,soi_2021.csv
EXPEDIA GROUP INC. (A),soi_2021.csv
EXPEDITORS INTERNATIONAL OF WASHINGTON INC.,soi_2021.csv
EXPEDITORS INTERNATIONAL WASHINGTON INC.,soi_2021.csv
EXPONENT INC.,soi_2021.csv
EXTRA SPACE STORAGE INC.,soi_2021.csv
EXXON MOBIL CORP.,soi_2021.csv
F5 NETWORKS INC.,soi_2021.csv
F5 NETWORKS INC. (A),soi_2021.csv
FABRINET (A),soi_2021.csv
"FACEBOOK INC., CLASS",soi_2021.csv
"FACEBOOK INC., CLASS A (A)",soi_2021.csv
FACTSET RESEARCH SYSTEMS INC.,soi_2021.csv
FAIR ISAAC CORP.,soi_2021.csv
FAIR ISAAC CORP. (A),soi_2021.csv
FAIRFAX FINANCIAL HOLDINGS LTD.,soi_2021.csv
FALABELLA SA,soi_2021.csv
FALCK RENEWABLES SPA,soi_2021.csv
FANUC CORP.,soi_2021.csv
FAR EASTERN NEW CENTURY CORP.,soi_2021.csv
FAR EASTONE TELECOMMUNICATIONS CO. LTD.,soi_2021.csv
FARO TECHNOLOGIES INC. (A),soi_2021.csv
FAST RETAILING CO. LTD.,soi_2021.csv
FASTENAL CO.,soi_2021.csv
"FASTIGHETS AB BALDER, CLASS B",soi_2021.csv
"FASTIGHETS AB BALDER, CLASS B (A)",soi_2021.csv
"FASTLY INC., CLASS A (A)(B)",soi_2021.csv
FATE THERAPEUTICS INC. (A),soi_2021.csv
FAURECIA SE,soi_2021.csv
"FEDERAL AGRICULTURAL MORTGAGE CORP., CLASS C, NVS",soi_2021.csv
FEDERAL REALTY INVESTMENT TRUST,soi_2021.csv
FEDERAL SIGNAL CORP.,soi_2021.csv
FEDERATED HERMES INC.,soi_2021.csv
FEDEX CORP.,soi_2021.csv
FERGUSON PLC,soi_2021.csv
FERROVIAL SA,soi_2021.csv
FIBRA UNO ADMINISTRACION SA DE CV,soi_2021.csv
FIBROGEN INC. (A),soi_2021.csv
FIDELITY NATIONAL FINANCIAL INC.,soi_2021.csv
FIDELITY NATIONAL INFORMATION SERVICES INC.,soi_2021.csv
FIFTH THIRD BANCORP.,soi_2021.csv
FINECOBANK BANCA FINECO SPA (A),soi_2021.csv
FIREEYE INC. (A),soi_2021.csv
FIRST ABU DHABI BANK PJSC,soi_2021.csv
FIRST AMERICAN FINANCIAL CORP.,soi_2021.csv
FIRST BUSEY CORP.,soi_2021.csv
FIRST FINANCIAL BANCORP.,soi_2021.csv
FIRST FINANCIAL BANKSHARES INC.,soi_2021.csv
FIRST FINANCIAL HOLDING CO. LTD.,soi_2021.csv
FIRST HAWAIIAN INC.,soi_2021.csv
FIRST HORIZON CORP.,soi_2021.csv
FIRST INDUSTRIAL REALTY TRUST INC.,soi_2021.csv
"FIRST INTERSTATE BANCSYSTEM INC., CLASS A",soi_2021.csv
FIRST OF LONG ISLAND CORP. (THE),soi_2021.csv
FIRST QUANTUM MINERALS LTD.,soi_2021.csv
FIRST REPUBLIC BANK/CA,soi_2021.csv
FIRST SOLAR INC.,soi_2021.csv
FIRST SOLAR INC. (A),soi_2021.csv
FIRSTENERGY CORP.,soi_2021.csv
FIRSTRAND LTD.,soi_2021.csv
FISERV INC.,soi_2021.csv
FISERV INC. (A),soi_2021.csv
FISHER & PAYKEL HEALTHCARE CORP. LTD.,soi_2021.csv
FIVE BELOW INC. (A),soi_2021.csv
FIVE9 INC. (A),soi_2021.csv
FLAGSTAR BANCORP. INC.,soi_2021.csv
FLAT GLASS GROUP CO. LTD.,soi_2021.csv
FLEETCOR TECHNOLOGIES INC.,soi_2021.csv
FLEETCOR TECHNOLOGIES INC. (A),soi_2021.csv
FLEX LTD. (A),soi_2021.csv
FLEX LTD. (A)(B),soi_2021.csv
"FLOOR & DECOR HOLDINGS INC., CLASS A (A)",soi_2021.csv
FLOWERS FOODS INC.,soi_2021.csv
FLOWSERVE CORP.,soi_2021.csv
FLUOR CORP. (A),soi_2021.csv
"FLUTTER ENTERTAINMENT PLC, CLASS DI",soi_2021.csv
"FLUTTER ENTERTAINMENT PLC, CLASS DI (A)",soi_2021.csv
FMC CORP.,soi_2021.csv
FNB CORP.,soi_2021.csv
"FOCUS FINANCIAL PARTNERS INC., CLASS A (A)",soi_2021.csv
FOMENTO ECONOMICO MEXICANO SAB DE CV,soi_2021.csv
FOOT LOCKER INC.,soi_2021.csv
FORD MOTOR CO.,soi_2021.csv
FORD MOTOR CO. (A),soi_2021.csv
FORTESCUE METALS GROUP LTD.,soi_2021.csv
FORTINET INC.,soi_2021.csv
FORTINET INC. (A),soi_2021.csv
FORTIVE CORP.,soi_2021.csv
FORTUNE BRANDS HOME & INC.,soi_2021.csv
FORTUNE BRANDS HOME & SECURITY INC.,soi_2021.csv
"FOSHAN HAITIAN FLAVOURING & FOOD CO. LTD., CLASS",soi_2021.csv
FOSUN INTERNATIONAL LTD.,soi_2021.csv
"FOUNDER SECURITIES CO. LTD., CLASS A",soi_2021.csv
FOUR CORNERS PROPERTY TRUST INC.,soi_2021.csv
"FOX CORP., CLASS A, NVS",soi_2021.csv
"FOX CORP., CLASS B",soi_2021.csv
"FOX CORP., CLASS, NVS",soi_2021.csv
FOX FACTORY HOLDING CORP. (A),soi_2021.csv
FOXCONN TECHNOLOGY CO. LTD.,soi_2021.csv
FRANCHISE GROUP INC.,soi_2021.csv
FRANCO-NEVADA CORP.,soi_2021.csv
FRANKLIN ELECTRIC CO. INC.,soi_2021.csv
FRANKLIN RESOURCES INC.,soi_2021.csv
FRANKLIN STREET PROPERTIES CORP.,soi_2021.csv
FRASER & NEAVE HOLDINGS BHD,soi_2021.csv
FREEPORT-MCMORAN INC.,soi_2021.csv
FRESENIUS MEDICAL CARE AG & CO. KGAA,soi_2021.csv
FRESENIUS SE & CO. KGAA,soi_2021.csv
FRESH DEL MONTE PRODUCE INC.,soi_2021.csv
FRESHPET INC. (A),soi_2021.csv
FRONTDOOR INC. (A),soi_2021.csv
FTI CONSULTING INC. (A),soi_2021.csv
FTI CONSULTING INC. (A)(B),soi_2021.csv
"FU JIAN ANJOY FOODS CO. LTD., CLASS A",soi_2021.csv
FUBON FINANCIAL HOLDING CO. LTD.,soi_2021.csv
"FUCHS PETROLUB SE, PREFERENCE SHARES, NVS",soi_2021.csv
FUELCELL ENERGY INC.,soi_2021.csv
FUELCELL ENERGY INC. (A)(B),soi_2021.csv
FUJIFILM HOLDINGS CORP.,soi_2021.csv
FUJITSU LTD.,soi_2021.csv
FULGENT GENETICS INC. (A)(B),soi_2021.csv
FULTON FINANCIAL CORP.,soi_2021.csv
"FUTU HOLDINGS LTD., ADR",soi_2021.csv
"FUYAO GLASS INDUSTRY GROUP CO. LTD., CLASS H (B)(C)",soi_2021.csv
GALAXY ENTERTAINMENT GROUP LTD.,soi_2021.csv
GALP ENERGIA SGPS SA,soi_2021.csv
"GAMESTOP CORP., CLASS A (A)",soi_2021.csv
"GAMESTOP CORP., CLASS A (A)(B)",soi_2021.csv
"GAMESTOP CORP., CLASS A (A)(C)",soi_2021.csv
GAMING AND LEISURE PROPERTIES INC.,soi_2021.csv
"GANFENG LITHIUM CO. LTD., CLASS A",soi_2021.csv
GAP INC. (THE),soi_2021.csv
GARMIN LTD.,soi_2021.csv
GARTNER INC.,soi_2021.csv
GARTNER INC. (A),soi_2021.csv
GATX CORP.,soi_2021.csv
GAZPROM PJSC,soi_2021.csv
GCL NEW ENERGY HOLDINGS LTD.,soi_2021.csv
"GEBERIT AG, REGISTERED",soi_2021.csv
GEELY AUTOMOBILE HOLDINGS LTD.,soi_2021.csv
"GEM CO. LTD., CLASS A",soi_2021.csv
GENERAC HOLDINGS INC.,soi_2021.csv
GENERAC HOLDINGS INC. (A),soi_2021.csv
GENERAL DYNAMICS CORP.,soi_2021.csv
GENERAL ELECTRIC CO.,soi_2021.csv
GENERAL MILLS INC.,soi_2021.csv
GENERAL MOTORS CO.,soi_2021.csv
GENERAL MOTORS CO. (A),soi_2021.csv
GENESCO INC. (A),soi_2021.csv
GENMAB A/S,soi_2021.csv
GENMAB A/S (A),soi_2021.csv
GENPACT LTD.,soi_2021.csv
GENSCRIPT BIOTECH CORP. (A),soi_2021.csv
GENTEX CORP.,soi_2021.csv
GENTHERM INC. (A),soi_2021.csv
GENTING SINGAPORE LTD.,soi_2021.csv
GENUINE PARTS CO.,soi_2021.csv
"GENWORTH FINANCIAL INC., CLASS A (A)",soi_2021.csv
GEORGE WESTON LTD.,soi_2021.csv
"GERDAU SA, PREFERENCE SHARES, NVS",soi_2021.csv
GETLINK SE,soi_2021.csv
GIBRALTAR INDUSTRIES INC. (A),soi_2021.csv
GILEAD SCIENCES INC.,soi_2021.csv
"GIVAUDAN SA, REGISTERED",soi_2021.csv
